policy_value,policy_type,region,add_ons,commission
5317,Standard,West,Yes,506.34000000000003
45446,Premium,South,Yes,1858.92
43055,Premium,West,Yes,1761.1
44736,Premium,West,No,1494.72
5655,Premium,West,No,713.1
33704,Standard,East,No,724.08
5238,Premium,East,Yes,954.76
46677,Premium,East,Yes,1783.54
11147,Standard,East,Yes,572.94
17514,Premium,South,No,1000.28
10418,Standard,West,No,308.36
9155,Standard,East,Yes,533.1
45506,Standard,West,No,1010.12
19190,Standard,North,Yes,883.8
14652,Standard,West,No,393.04
33210,Standard,South,Yes,1114.2
44508,Premium,West,No,1490.1599999999999
28064,Standard,South,Yes,1011.28
38243,Premium,South,Yes,1714.8600000000001
47913,Premium,West,Yes,1858.26
41447,Premium,North,No,1528.94
44301,Premium,South,Yes,1836.02
16686,Premium,South,Yes,1283.72
5502,Premium,South,No,760.04
7581,Premium,West,Yes,1051.62
36625,Premium,West,No,1332.5
40538,Premium,East,Yes,1660.76
40513,Standard,North,Yes,1310.26
15628,Standard,West,No,412.56
11770,Premium,East,No,785.4
18124,Standard,East,Yes,712.48
25698,Premium,South,No,1163.96
42384,Premium,North,No,1547.68
22759,Standard,North,Yes,955.1800000000001
33137,Standard,West,No,762.74
7382,Standard,East,No,197.64000000000001
40749,Standard,North,Yes,1314.98
8338,Standard,East,No,216.76
45790,Standard,North,No,1115.8000000000002
24337,Premium,East,Yes,1336.74
19530,Premium,North,No,1090.6
33801,Premium,North,Yes,1676.02
8713,Premium,South,Yes,1124.26
26894,Standard,West,No,637.88
31609,Premium,East,Yes,1482.18
47469,Premium,North,Yes,1949.38
27590,Standard,East,Yes,901.8000000000001
15101,Premium,West,Yes,1202.02
27398,Premium,West,Yes,1447.96
43447,Premium,North,No,1568.94
48808,Standard,East,No,1026.1599999999999
30579,Standard,West,No,711.58
7334,Premium,West,No,746.6800000000001
17370,Premium,North,Yes,1347.4
14503,Premium,East,No,840.06
31196,Premium,East,Yes,1473.92
47570,Premium,South,Yes,1901.4
13265,Premium,East,Yes,1115.3
49761,Premium,South,Yes,1945.22
21905,Standard,South,No,588.1
6142,Standard,North,No,322.84000000000003
15451,Standard,South,Yes,759.02
19064,Premium,South,Yes,1331.28
43488,Standard,East,Yes,1219.76
36696,Standard,North,No,933.92
18072,Premium,North,No,1061.44
46062,Premium,South,No,1571.24
32729,Premium,East,Yes,1504.58
46352,Standard,East,No,977.04
9802,Standard,East,No,246.04
43437,Premium,South,No,1518.74
13898,Standard,North,Yes,777.96
20374,Standard,South,No,557.48
22807,Standard,East,Yes,806.14
25798,Standard,West,No,615.96
45395,Premium,East,No,1457.9
44642,Standard,South,No,1042.8400000000001
49705,Standard,North,No,1194.1
35096,Premium,North,No,1401.92
10960,Standard,West,Yes,619.2
7137,Standard,North,Yes,642.74
21738,Premium,South,Yes,1384.76
11452,Standard,East,Yes,579.04
31828,Premium,East,No,1186.56
21204,Premium,North,Yes,1424.08
47176,Standard,South,Yes,1393.52
25354,Premium,West,No,1107.08
15884,Standard,South,No,467.68
5722,Standard,North,No,314.44
44029,Standard,South,No,1030.58
42317,Premium,North,Yes,1846.3400000000001
20479,Premium,North,Yes,1409.58
37653,Standard,East,No,803.0600000000001
22191,Premium,East,No,993.8199999999999
11251,Standard,West,Yes,625.02
27783,Standard,North,Yes,1055.6599999999999
13112,Premium,West,Yes,1162.24
16699,Premium,South,Yes,1283.98
26379,Standard,East,No,577.58
42490,Premium,South,No,1499.8000000000002
20637,Standard,South,Yes,862.74
34136,Premium,South,Yes,1632.72
43721,Standard,North,No,1074.42
47307,Premium,North,Yes,1946.1399999999999
47449,Standard,North,Yes,1448.98
25558,Standard,East,No,561.1600000000001
19484,Premium,West,Yes,1289.68
11666,Standard,South,Yes,683.3199999999999
16170,Standard,North,No,523.4000000000001
34670,Premium,North,Yes,1693.4
45926,Premium,East,No,1468.52
6044,Standard,West,No,220.88
45496,Standard,East,No,959.9200000000001
11410,Standard,North,No,428.20000000000005
20585,Standard,East,No,461.7
8608,Premium,East,Yes,1022.16
14561,Standard,North,Yes,791.22
42944,Standard,North,No,1058.88
22287,Standard,South,Yes,895.74
21193,Premium,West,No,1023.86
23105,Premium,North,Yes,1462.1
40161,Premium,East,Yes,1653.22
21523,Standard,South,Yes,880.46
28182,Premium,West,No,1163.6399999999999
9078,Premium,East,Yes,1031.56
5797,Premium,East,Yes,965.94
7400,Premium,South,No,798.0
22315,Premium,South,No,1096.3
31302,Premium,South,Yes,1576.04
40156,Standard,East,Yes,1153.12
32768,Standard,West,No,755.36
29369,Standard,South,Yes,1037.38
25885,Standard,South,Yes,967.7
43029,Standard,South,No,1010.58
7106,Standard,North,No,342.12
15746,Premium,East,No,864.9200000000001
8632,Standard,North,No,372.64
35806,Premium,West,Yes,1616.12
37247,Standard,East,Yes,1094.94
15770,Premium,East,Yes,1165.4
43891,Standard,East,No,927.82
6820,Premium,West,Yes,1036.4
30517,Standard,West,No,710.34
26314,Standard,North,No,726.28
47814,Premium,East,Yes,1806.28
31640,Standard,South,Yes,1082.8000000000002
6329,Premium,South,Yes,1076.58
38571,Premium,South,No,1421.42
21124,Standard,East,No,472.48
35914,Premium,South,Yes,1668.28
32375,Premium,East,No,1197.5
39028,Premium,West,Yes,1680.56
44165,Premium,West,No,1483.3000000000002
25145,Premium,West,No,1102.9
25825,Standard,East,Yes,866.5
38140,Premium,South,No,1412.8000000000002
13518,Premium,West,No,870.36
31292,Premium,South,Yes,1575.8400000000001
14489,Standard,West,No,389.78000000000003
47035,Standard,West,No,1040.7
31277,Standard,East,No,675.54
20739,Premium,West,Yes,1314.78
23229,Standard,West,No,564.5799999999999
21188,Premium,East,No,973.76
12538,Standard,North,No,450.76
8516,Premium,West,Yes,1070.32
25074,Standard,South,Yes,951.48
25935,Premium,East,Yes,1368.7
37757,Standard,East,Yes,1105.1399999999999
21633,Standard,West,Yes,832.6600000000001
28900,Premium,South,Yes,1528.0
27251,Premium,South,Yes,1495.02
5884,Standard,South,No,267.68
5355,Premium,North,Yes,1107.1
15941,Standard,North,Yes,818.8199999999999
45915,Standard,South,No,1068.3000000000002
33282,Standard,East,Yes,1015.64
6352,Standard,East,Yes,477.04
15741,Premium,South,No,964.8199999999999
25923,Standard,South,No,668.46
26656,Standard,East,No,583.12
16701,Standard,North,No,534.02
45975,Premium,North,No,1619.5
39767,Standard,South,Yes,1245.3400000000001
15965,Standard,East,No,369.3
39291,Standard,West,No,885.82
28858,Standard,East,No,627.16
14074,Standard,East,Yes,631.48
48238,Standard,South,No,1114.76
45608,Premium,South,No,1562.1599999999999
28229,Premium,West,No,1164.58
9187,Standard,West,Yes,583.74
10806,Standard,West,No,316.12
12350,Standard,South,No,397.0
38296,Premium,North,Yes,1765.92
22634,Standard,East,Yes,802.6800000000001
44227,Standard,West,No,984.54
43422,Premium,North,Yes,1868.44
12054,Premium,South,Yes,1191.08
35775,Premium,South,No,1365.5
13326,Standard,North,No,466.52
35447,Premium,North,Yes,1708.94
13365,Premium,East,Yes,1117.3
24369,Premium,South,No,1137.38
24714,Premium,West,Yes,1394.28
38302,Premium,East,Yes,1616.04
37419,Premium,South,Yes,1698.38
23504,Premium,West,Yes,1370.08
14965,Standard,East,Yes,649.3
46104,Standard,West,No,1022.08
6618,Standard,West,No,232.36
45040,Premium,East,No,1450.8000000000002
17201,Standard,South,No,494.02
38340,Premium,East,Yes,1616.8000000000002
32603,Standard,South,No,802.0600000000001
28958,Standard,North,Yes,1079.1599999999999
9241,Standard,North,No,384.82
15034,Premium,West,Yes,1200.68
35156,Standard,North,Yes,1203.12
19796,Premium,West,Yes,1295.92
20434,Standard,South,No,558.6800000000001
8399,Premium,West,No,767.98
8186,Standard,North,Yes,663.72
31037,Premium,South,Yes,1570.74
32241,Premium,East,Yes,1494.8200000000002
20280,Premium,South,No,1055.6
42105,Standard,West,No,942.1
10636,Premium,East,No,762.72
39677,Standard,West,No,893.54
30481,Premium,West,Yes,1509.62
21671,Standard,South,Yes,883.4200000000001
36605,Premium,East,Yes,1582.1
49266,Standard,East,No,1035.3200000000002
19872,Standard,South,No,547.44
38912,Premium,South,No,1428.24
16667,Standard,North,Yes,833.34
23742,Standard,East,Yes,824.84
18475,Premium,West,Yes,1269.5
7081,Premium,East,No,691.62
30975,Standard,West,No,719.5
7553,Premium,West,No,751.06
17152,Premium,South,No,993.04
40876,Standard,East,No,867.52
45355,Premium,East,No,1457.1
6410,Standard,North,No,328.2
12814,Standard,West,Yes,656.28
13086,Premium,West,Yes,1161.72
27907,Premium,North,No,1258.1399999999999
24599,Standard,West,No,591.98
44197,Premium,North,Yes,1883.94
32159,Premium,North,No,1343.18
45475,Premium,East,Yes,1759.5
35132,Standard,South,Yes,1152.6399999999999
24991,Premium,East,No,1049.82
16344,Premium,East,Yes,1176.88
10206,Standard,North,Yes,704.12
40049,Premium,East,No,1350.98
24715,Premium,East,Yes,1344.3
41192,Standard,North,Yes,1323.8400000000001
7605,Standard,North,Yes,652.1
46139,Premium,South,Yes,1872.78
31761,Standard,East,No,685.22
25789,Standard,West,No,615.78
23027,Premium,West,Yes,1360.54
27648,Standard,North,No,752.96
31379,Premium,North,Yes,1627.58
8656,Premium,North,Yes,1173.12
18035,Premium,North,No,1060.7
14456,Premium,North,Yes,1289.12
14673,Premium,West,No,893.46
26147,Premium,West,Yes,1422.94
6773,Standard,South,Yes,585.46
9052,Premium,South,No,831.04
38680,Premium,West,No,1373.6
48670,Standard,East,Yes,1323.4
17557,Standard,North,No,551.14
21102,Standard,West,No,522.04
20835,Premium,East,Yes,1266.7
24257,Premium,North,No,1185.1399999999999
48674,Standard,North,Yes,1473.48
36359,Premium,West,Yes,1627.18
45646,Premium,West,Yes,1812.92
40877,Premium,North,Yes,1817.54
19619,Standard,North,No,592.38
46040,Standard,East,Yes,1270.8000000000002
42083,Standard,South,No,991.66
14020,Standard,West,Yes,680.4000000000001
40246,Standard,North,No,1004.9200000000001
6435,Standard,East,Yes,478.7
22250,Premium,East,No,995.0
39083,Premium,East,No,1331.6599999999999
11773,Standard,East,No,285.46000000000004
41893,Premium,South,Yes,1787.8600000000001
13962,Standard,West,No,379.24
31521,Premium,South,No,1280.42
41226,Premium,East,Yes,1674.52
35852,Premium,North,Yes,1717.04
42468,Premium,West,Yes,1749.3600000000001
16262,Standard,South,No,475.24
12499,Premium,East,No,799.98
10479,Standard,North,Yes,709.58
41161,Standard,West,Yes,1223.22
13306,Premium,South,No,916.12
34448,Standard,East,Yes,1038.96
40854,Standard,East,No,867.08
44719,Premium,West,Yes,1794.38
18142,Premium,East,No,912.84
15151,Premium,North,No,1003.02
30513,Standard,South,No,760.26
6263,Premium,North,No,825.26
19761,Standard,East,No,445.22
5498,Premium,North,No,809.96
12852,Standard,West,No,357.04
34868,Standard,North,Yes,1197.3600000000001
32164,Standard,East,No,693.28
16064,Standard,North,Yes,821.28
25358,Standard,North,No,707.1600000000001
19672,Standard,South,Yes,843.44
16232,Premium,East,Yes,1174.6399999999999
30534,Standard,East,No,660.6800000000001
39362,Premium,North,No,1487.24
41250,Premium,South,No,1475.0
35106,Standard,North,No,902.12
27468,Standard,East,No,599.36
14650,Premium,North,No,993.0
30203,Premium,East,Yes,1454.06
22757,Premium,West,No,1055.1399999999999
29612,Standard,North,Yes,1092.24
47424,Premium,South,Yes,1898.48
7116,Premium,North,No,842.3199999999999
7639,Standard,East,No,202.78
32879,Premium,North,No,1357.58
25550,Standard,North,Yes,1011.0
25659,Premium,East,Yes,1363.18
49819,Standard,East,Yes,1346.38
28737,Premium,East,No,1124.74
32507,Premium,East,Yes,1500.1399999999999
11978,Standard,East,Yes,589.56
40492,Premium,South,Yes,1759.8400000000001
18013,Standard,West,No,460.26
20946,Premium,South,No,1068.92
27993,Premium,North,Yes,1559.8600000000001
32090,Standard,East,Yes,991.8000000000001
45082,Standard,West,No,1001.64
21425,Premium,North,Yes,1428.5
16165,Standard,North,No,523.3
29221,Premium,East,Yes,1434.42
43997,Premium,North,No,1579.94
20538,Standard,West,No,510.76
25815,Standard,South,No,666.3
15072,Premium,East,No,851.44
27567,Premium,West,Yes,1451.3400000000001
32520,Standard,North,No,850.4
34360,Premium,South,Yes,1637.2
10212,Standard,West,Yes,604.24
38499,Premium,North,No,1469.98
45359,Standard,East,Yes,1257.18
20271,Standard,East,Yes,755.4200000000001
16724,Premium,South,Yes,1284.48
19678,Standard,East,Yes,743.56
10108,Premium,West,No,802.16
17061,Standard,West,No,441.22
33990,Standard,South,Yes,1129.8000000000002
34165,Standard,North,No,883.3000000000001
29764,Standard,South,Yes,1045.28
19614,Standard,South,No,542.28
10803,Standard,East,Yes,566.06
31353,Standard,East,Yes,977.0600000000001
22761,Premium,South,No,1105.22
39966,Premium,North,Yes,1799.3200000000002
23836,Standard,West,Yes,876.72
22087,Standard,North,Yes,941.74
37527,Standard,South,Yes,1200.54
12137,Premium,North,Yes,1242.74
44822,Standard,North,No,1096.44
7436,Standard,West,No,248.72
33927,Premium,North,Yes,1678.54
23658,Premium,North,No,1173.16
15058,Premium,East,Yes,1151.16
31664,Standard,North,Yes,1133.28
38127,Standard,East,Yes,1112.54
17221,Premium,North,Yes,1344.42
22318,Premium,North,No,1146.3600000000001
15575,Standard,West,No,411.5
10679,Premium,North,No,913.58
43597,Standard,South,Yes,1321.94
10129,Standard,West,No,302.58000000000004
10652,Premium,East,Yes,1063.04
43920,Premium,West,Yes,1778.4
10234,Standard,East,Yes,554.6800000000001
8234,Premium,East,Yes,1014.6800000000001
41575,Premium,South,Yes,1781.5
12581,Standard,North,Yes,751.62
14161,Premium,North,No,983.22
41289,Standard,East,Yes,1175.78
35659,Premium,West,Yes,1613.18
43343,Premium,South,Yes,1816.8600000000001
38853,Premium,East,No,1327.06
30753,Premium,South,Yes,1565.06
19189,Standard,East,Yes,733.78
18348,Premium,East,No,916.96
10227,Standard,East,Yes,554.54
32649,Premium,West,Yes,1552.98
45181,Standard,East,No,953.62
16844,Premium,North,Yes,1336.88
39887,Premium,North,No,1497.74
21980,Premium,South,No,1089.6
22495,Premium,South,No,1099.9
7366,Standard,West,Yes,547.3199999999999
15140,Standard,West,No,402.8
9513,Premium,East,No,740.26
40663,Premium,South,No,1463.26
24863,Standard,West,Yes,897.26
17601,Premium,West,Yes,1252.02
13332,Standard,West,Yes,666.64
8490,Premium,West,No,769.8
8654,Standard,North,Yes,673.08
13862,Premium,South,No,927.24
36586,Premium,South,No,1381.72
35724,Standard,West,Yes,1114.48
45312,Standard,South,Yes,1356.24
14592,Premium,South,Yes,1241.8400000000001
16043,Premium,South,No,970.86
7441,Standard,South,Yes,598.8199999999999
8400,Premium,South,No,818.0
38900,Standard,East,No,828.0
16776,Standard,South,No,485.52
32594,Premium,North,Yes,1651.88
15945,Standard,South,Yes,768.9000000000001
20871,Standard,East,Yes,767.4200000000001
42564,Standard,East,Yes,1201.28
45017,Premium,East,No,1450.3400000000001
8535,Premium,South,Yes,1120.7
11266,Standard,South,Yes,675.3199999999999
31284,Standard,North,No,825.6800000000001
39698,Standard,South,Yes,1243.96
18889,Standard,East,No,427.78000000000003
19095,Premium,West,No,981.9000000000001
35052,Premium,South,No,1351.04
22277,Premium,North,Yes,1445.54
7346,Premium,North,No,846.9200000000001
11507,Premium,South,No,880.14
19789,Standard,West,Yes,795.78
16278,Premium,East,Yes,1175.56
40453,Premium,South,Yes,1759.06
11992,Premium,North,Yes,1239.8400000000001
14992,Premium,South,Yes,1249.8400000000001
23546,Standard,South,No,620.9200000000001
34665,Standard,East,No,743.3000000000001
38068,Premium,North,Yes,1761.3600000000001
5693,Standard,North,Yes,613.86
33195,Standard,South,Yes,1113.9
22180,Premium,South,Yes,1393.6
17576,Standard,West,No,451.52
36825,Standard,North,Yes,1236.5
29349,Premium,North,No,1286.98
34237,Standard,South,Yes,1134.74
16033,Standard,West,No,420.66
7074,Standard,West,No,241.48
48697,Standard,West,Yes,1373.94
24611,Premium,North,Yes,1492.22
18598,Premium,North,Yes,1371.96
20126,Premium,South,Yes,1352.52
18764,Premium,South,No,1025.28
25261,Premium,West,Yes,1405.22
14007,Premium,North,No,980.14
11482,Standard,South,No,379.64
25025,Standard,East,No,550.5
7926,Standard,West,No,258.52
10315,Premium,East,No,756.3
34145,Premium,South,Yes,1632.9
5603,Premium,South,No,762.06
37872,Premium,West,Yes,1657.44
22664,Standard,North,No,653.28
14441,Standard,East,Yes,638.8199999999999
40343,Premium,West,No,1406.8600000000001
27480,Standard,West,No,649.6
22793,Standard,East,Yes,805.86
20433,Premium,West,Yes,1308.66
31801,Premium,West,No,1236.02
12204,Premium,South,Yes,1194.08
36914,Standard,South,No,888.28
41730,Standard,North,No,1034.6
23431,Standard,West,Yes,868.62
30965,Premium,South,No,1269.3000000000002
20777,Standard,West,Yes,815.54
21053,Premium,North,No,1121.06
16956,Standard,West,No,439.12
37201,Standard,West,Yes,1144.02
44769,Premium,West,Yes,1795.38
12469,Premium,South,No,899.38
39534,Premium,East,Yes,1640.68
48534,Premium,East,No,1520.68
27235,Premium,West,Yes,1444.7
48153,Standard,West,Yes,1363.06
32971,Standard,West,Yes,1059.42
13144,Standard,North,Yes,762.88
39455,Standard,South,No,939.1
30477,Standard,South,No,759.54
45441,Premium,East,Yes,1758.8200000000002
12954,Premium,East,Yes,1109.08
20379,Premium,South,No,1057.58
26094,Standard,West,No,621.88
48980,Premium,West,Yes,1879.6
5120,Premium,West,Yes,1002.4
49866,Standard,South,Yes,1447.3200000000002
7537,Standard,South,No,300.74
42885,Standard,North,No,1057.7
30085,Standard,South,No,751.7
43488,Standard,West,No,969.76
30626,Premium,West,No,1212.52
7814,Premium,North,No,856.28
29142,Standard,South,No,732.84
28589,Premium,North,No,1271.78
33899,Premium,East,No,1227.98
38903,Standard,West,No,878.0600000000001
31977,Premium,West,Yes,1539.54
15491,Standard,South,No,459.82
8973,Standard,West,No,279.46000000000004
47591,Premium,East,No,1501.8200000000002
30509,Standard,East,No,660.1800000000001
49082,Premium,East,Yes,1831.6399999999999
35157,Standard,South,Yes,1153.1399999999999
12302,Premium,West,Yes,1146.04
42244,Premium,North,Yes,1844.88
44604,Standard,West,No,992.08
33121,Premium,East,No,1212.42
36580,Standard,North,Yes,1231.6
10655,Standard,East,Yes,563.1
7169,Standard,West,Yes,543.38
48332,Premium,West,Yes,1866.6399999999999
7318,Premium,West,No,746.36
45680,Premium,South,No,1563.6
47425,Premium,North,No,1648.5
38374,Standard,South,No,917.48
16430,Standard,South,Yes,778.6
30940,Standard,South,No,768.8000000000001
42217,Premium,East,No,1394.3400000000001
41938,Premium,East,Yes,1688.76
13441,Standard,North,Yes,768.8199999999999
23847,Premium,West,No,1076.94
11798,Premium,North,No,935.96
47384,Premium,South,Yes,1897.68
42591,Premium,East,No,1401.8200000000002
25638,Standard,North,No,712.76
24129,Standard,North,Yes,982.5799999999999
21026,Premium,South,Yes,1370.52
44376,Premium,South,No,1537.52
12572,Premium,North,Yes,1251.44
46773,Premium,West,Yes,1835.46
10261,Standard,West,Yes,605.22
8158,Premium,East,No,713.16
33075,Premium,North,No,1361.5
26228,Premium,North,No,1224.56
39039,Premium,East,No,1330.78
40660,Standard,North,Yes,1313.2
39724,Premium,North,Yes,1794.48
42994,Premium,South,No,1509.88
45913,Premium,North,No,1618.26
37931,Premium,North,No,1458.62
30523,Premium,West,No,1210.46
21607,Premium,East,No,982.14
6024,Standard,North,No,320.48
30778,Standard,South,No,765.5600000000001
43316,Standard,South,Yes,1316.3200000000002
28814,Standard,South,No,726.28
23804,Standard,West,Yes,876.0799999999999
43253,Standard,South,Yes,1315.06
15847,Premium,West,No,916.94
16844,Premium,South,Yes,1286.88
34150,Premium,North,Yes,1683.0
34434,Premium,West,No,1288.68
11026,Premium,North,Yes,1220.52
32078,Standard,North,Yes,1141.56
44279,Premium,West,No,1485.58
14879,Premium,North,No,997.5799999999999
22518,Premium,West,No,1050.3600000000001
15634,Premium,South,Yes,1262.68
11659,Standard,West,No,333.18
26761,Premium,West,Yes,1435.22
36159,Standard,South,Yes,1173.18
49204,Standard,South,Yes,1434.08
48141,Premium,East,Yes,1812.8200000000002
25632,Standard,East,No,562.64
11921,Standard,North,Yes,738.4200000000001
33524,Premium,East,No,1220.48
29615,Premium,North,Yes,1592.3000000000002
7413,Premium,East,No,698.26
35809,Standard,South,Yes,1166.18
32910,Premium,South,No,1308.2
11789,Premium,East,Yes,1085.78
26815,Standard,West,Yes,936.3
17486,Standard,North,Yes,849.72
43089,Standard,South,Yes,1311.78
20010,Standard,South,Yes,850.2
35603,Premium,North,Yes,1712.06
26007,Standard,South,No,670.14
45645,Standard,West,Yes,1312.9
41410,Premium,South,No,1478.2
17839,Standard,South,No,506.78000000000003
23053,Standard,South,No,611.06
37477,Premium,West,Yes,1649.54
16170,Standard,North,Yes,823.4000000000001
27493,Premium,West,Yes,1449.8600000000001
46137,Standard,South,Yes,1372.74
22746,Premium,East,No,1004.9200000000001
15866,Standard,East,Yes,667.3199999999999
28991,Standard,East,Yes,929.82
26271,Premium,West,No,1125.42
19803,Premium,North,Yes,1396.06
19344,Standard,North,Yes,886.88
39866,Standard,East,Yes,1147.3200000000002
7697,Premium,East,Yes,1003.94
5206,Premium,West,Yes,1004.12
30769,Premium,North,No,1315.38
24263,Standard,South,Yes,935.26
32431,Standard,South,No,798.62
19321,Standard,West,No,486.42
41960,Standard,East,Yes,1189.2
27182,Premium,West,No,1143.6399999999999
5622,Standard,South,Yes,562.44
38582,Standard,North,No,971.64
7004,Premium,North,No,840.08
12110,Premium,South,No,892.2
18362,Standard,North,No,567.24
16428,Premium,East,No,878.56
33993,Premium,North,No,1379.8600000000001
48095,Premium,South,Yes,1911.9
22917,Standard,East,No,508.34000000000003
15887,Standard,West,No,417.74
35882,Premium,South,No,1367.6399999999999
29244,Premium,South,No,1234.88
37236,Standard,South,Yes,1194.72
42437,Standard,South,No,998.74
18137,Premium,East,No,912.74
6159,Standard,North,Yes,623.1800000000001
25276,Premium,East,Yes,1355.52
45270,Standard,East,Yes,1255.4
40520,Standard,East,No,860.4
19541,Standard,South,Yes,840.8199999999999
18708,Premium,North,No,1074.16
47128,Standard,North,No,1142.56
49981,Standard,East,Yes,1349.62
32888,Standard,East,Yes,1007.76
20276,Standard,South,No,555.52
19762,Premium,East,Yes,1245.24
46543,Standard,North,No,1130.8600000000001
26075,Standard,East,No,571.5
32047,Premium,South,Yes,1590.94
13116,Premium,South,No,912.3199999999999
31962,Premium,North,Yes,1639.24
21344,Standard,West,Yes,826.88
40680,Premium,East,Yes,1663.6
49485,Standard,East,Yes,1339.7
19514,Premium,West,No,990.28
34855,Premium,South,No,1347.1
24755,Standard,East,Yes,845.1
9115,Standard,South,No,332.3
29839,Premium,South,No,1246.78
22049,Premium,North,No,1140.98
10233,Premium,West,Yes,1104.6599999999999
21672,Standard,South,No,583.44
5906,Standard,East,No,168.12
41801,Standard,North,No,1036.02
21817,Standard,East,No,486.34000000000003
13646,Standard,West,No,372.92
24054,Premium,West,Yes,1381.08
43674,Premium,South,Yes,1823.48
25965,Premium,North,Yes,1519.3
38504,Standard,South,Yes,1220.08
45726,Standard,West,Yes,1314.52
48828,Standard,South,Yes,1426.56
25064,Premium,South,No,1151.28
28876,Premium,West,Yes,1477.52
11767,Standard,North,No,435.34000000000003
35055,Premium,South,Yes,1651.1
9962,Standard,West,Yes,599.24
5131,Premium,West,No,702.62
32716,Premium,South,No,1304.3200000000002
33648,Standard,East,No,722.96
5685,Premium,East,No,663.7
25793,Standard,South,No,665.86
22648,Standard,South,Yes,902.96
25391,Premium,North,No,1207.82
12914,Premium,West,Yes,1158.28
47544,Standard,West,No,1050.88
11507,Standard,East,Yes,580.14
22407,Standard,North,Yes,948.14
44891,Standard,North,Yes,1397.8200000000002
25045,Standard,South,Yes,950.9000000000001
9366,Standard,East,Yes,537.3199999999999
40455,Premium,South,No,1459.1
17809,Premium,North,Yes,1356.18
44279,Standard,West,No,985.58
39867,Standard,North,No,997.34
5510,Premium,South,No,760.2
14954,Premium,East,Yes,1149.08
45020,Standard,East,Yes,1250.4
27119,Premium,North,No,1242.38
23719,Standard,East,No,524.38
13948,Premium,South,Yes,1228.96
20335,Standard,North,No,606.7
36551,Premium,West,Yes,1631.02
33023,Premium,East,No,1210.46
29933,Premium,West,Yes,1498.6599999999999
15978,Premium,South,Yes,1269.56
25109,Premium,East,Yes,1352.18
26454,Standard,East,Yes,879.08
42332,Standard,South,No,996.64
15587,Standard,West,No,411.74
49975,Standard,West,Yes,1399.5
39704,Standard,East,Yes,1144.08
21219,Standard,West,Yes,824.38
23596,Standard,West,No,571.9200000000001
27756,Premium,West,No,1155.12
44552,Standard,East,No,941.04
11223,Premium,West,Yes,1124.46
28031,Premium,South,No,1210.62
33103,Standard,North,No,862.0600000000001
32512,Standard,North,No,850.24
49115,Standard,North,Yes,1482.3000000000002
11409,Premium,West,No,828.1800000000001
40815,Standard,South,Yes,1266.3000000000002
48628,Premium,East,No,1522.56
45106,Premium,East,Yes,1752.12
47926,Standard,North,Yes,1458.52
40494,Premium,West,Yes,1709.88
22321,Premium,West,Yes,1346.42
44018,Standard,South,Yes,1330.3600000000001
29245,Premium,West,Yes,1484.9
36670,Premium,West,No,1333.4
6554,Standard,South,Yes,581.08
25457,Standard,East,Yes,859.14
34168,Premium,West,Yes,1583.3600000000001
30683,Premium,South,No,1263.6599999999999
17152,Premium,North,Yes,1343.04
24570,Premium,South,Yes,1441.4
33408,Standard,East,No,718.16
48299,Premium,North,Yes,1965.98
28895,Premium,East,No,1127.9
47105,Standard,West,Yes,1342.1
39021,Premium,North,No,1480.42
43861,Premium,East,Yes,1727.22
11234,Premium,East,Yes,1074.68
25307,Premium,West,Yes,1406.1399999999999
43710,Premium,East,Yes,1724.2
35512,Premium,East,No,1260.24
33766,Standard,South,No,825.32
37395,Standard,West,Yes,1147.9
22217,Standard,North,Yes,944.34
19375,Premium,East,No,937.5
22444,Standard,West,Yes,848.88
23336,Standard,East,Yes,816.72
43773,Standard,West,Yes,1275.46
24112,Premium,West,Yes,1382.24
42344,Standard,East,No,896.88
22648,Premium,South,No,1102.96
24085,Premium,North,No,1181.7
48798,Premium,South,Yes,1925.96
24525,Standard,West,Yes,890.5
23660,Standard,South,No,623.2
8958,Standard,East,Yes,529.16
36556,Standard,East,No,781.12
30184,Standard,West,No,703.6800000000001
49339,Standard,South,Yes,1436.78
48816,Standard,East,No,1026.3200000000002
31632,Standard,North,No,832.64
36035,Premium,South,Yes,1670.7
19530,Premium,West,Yes,1290.6
28390,Standard,South,No,717.8000000000001
18784,Standard,North,No,575.6800000000001
35752,Premium,East,Yes,1565.04
30073,Premium,West,No,1201.46
7578,Standard,North,Yes,651.56
25445,Premium,South,Yes,1458.9
43901,Standard,South,No,1028.02
10369,Premium,North,No,907.38
11338,Standard,North,No,426.76
42802,Standard,West,Yes,1256.04
35170,Standard,North,Yes,1203.4
48027,Standard,North,Yes,1460.54
20590,Standard,North,Yes,911.8
10423,Premium,South,No,858.46
48903,Premium,East,No,1528.06
44337,Premium,West,Yes,1786.74
13246,Premium,West,Yes,1164.92
48142,Premium,North,No,1662.8400000000001
38107,Standard,West,No,862.14
38612,Standard,South,No,922.24
23374,Standard,North,Yes,967.48
19117,Standard,South,Yes,832.34
20114,Standard,East,No,452.28000000000003
25644,Premium,West,Yes,1412.88
13732,Standard,West,No,374.64
17734,Standard,West,Yes,754.6800000000001
34650,Standard,North,No,893.0
14720,Premium,South,No,944.4000000000001
16301,Standard,West,Yes,726.02
24095,Standard,East,Yes,831.9000000000001
18014,Premium,South,Yes,1310.28
25923,Premium,North,Yes,1518.46
24595,Standard,East,Yes,841.9000000000001
18768,Premium,East,Yes,1225.3600000000001
28436,Premium,North,No,1268.72
