Validation,EffectiveStartDate,EffectiveEndDate,Value,Team,Product,Title
OK,2024-06-01,2024-06-30,9,STS - Singtel Shop Comcentre,Combo RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Comcentre,Mobile Share RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,10,STS - Singtel Shop Comcentre,SIM Only RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Comcentre,Combo CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Comcentre,Mobile Share CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,1,STS - Singtel Shop Comcentre,SIM Only CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,23,STS - Singtel Shop Comcentre,Mobile RES Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,8,STS - Singtel Shop Comcentre,Mobile CIS Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,8,STS - Singtel Shop Comcentre,FTTH GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Comcentre,FTTH Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Comcentre,TV GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,1,STS - Singtel Shop Comcentre,MBB Integrated GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,26,STS - Singtel Shop Comcentre,Prepaid GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,57,STS - Singtel Shop Comcentre,Mobile Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,32,STS - Singtel Shop Comcentre,SNBB Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Comcentre,TV App,STS - Retail Exec
OK,2024-06-01,2024-06-30,6,STS - Singtel Shop Comcentre,TV Content,STS - Retail Exec
OK,2024-06-01,2024-06-30,7345,STS - Singtel Shop Comcentre,Accessories,STS - Retail Exec
OK,2024-06-01,2024-06-30,31937,STS - Singtel Shop Comcentre,Handset,STS - Retail Exec
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Comcentre,Combo RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,95,STS - Singtel Shop Comcentre,Mobile Share RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,239,STS - Singtel Shop Comcentre,SIM Only RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,109,STS - Singtel Shop Comcentre,Combo CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,52,STS - Singtel Shop Comcentre,Mobile Share CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Comcentre,SIM Only CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,558,STS - Singtel Shop Comcentre,Mobile RES Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,159,STS - Singtel Shop Comcentre,Mobile CIS Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Comcentre,FTTH GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,57,STS - Singtel Shop Comcentre,FTTH Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Comcentre,TV GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Comcentre,MBB Integrated GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,627,STS - Singtel Shop Comcentre,Prepaid GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,1381,STS - Singtel Shop Comcentre,Mobile Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,632,STS - Singtel Shop Comcentre,SNBB Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Comcentre,TV App,STS - Store Mgr
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Comcentre,TV Content,STS - Store Mgr
OK,2024-06-01,2024-06-30,14337,STS - Singtel Shop Comcentre,Prepaid Revenue,STS - Store Mgr
OK,2024-06-01,2024-06-30,183622,STS - Singtel Shop Comcentre,Accessories,STS - Store Mgr
OK,2024-06-01,2024-06-30,798378,STS - Singtel Shop Comcentre,Handset,STS - Store Mgr
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Comcentre,Combo RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,95,STS - Singtel Shop Comcentre,Mobile Share RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,239,STS - Singtel Shop Comcentre,SIM Only RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,109,STS - Singtel Shop Comcentre,Combo CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,52,STS - Singtel Shop Comcentre,Mobile Share CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Comcentre,SIM Only CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,558,STS - Singtel Shop Comcentre,Mobile RES Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,159,STS - Singtel Shop Comcentre,Mobile CIS Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Comcentre,FTTH GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,57,STS - Singtel Shop Comcentre,FTTH Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Comcentre,TV GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Comcentre,MBB Integrated GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,627,STS - Singtel Shop Comcentre,Prepaid GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,1381,STS - Singtel Shop Comcentre,Mobile Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,632,STS - Singtel Shop Comcentre,SNBB Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Comcentre,TV App,STS - Assistant Manager
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Comcentre,TV Content,STS - Assistant Manager
OK,2024-06-01,2024-06-30,14337,STS - Singtel Shop Comcentre,Prepaid Revenue,STS - Assistant Manager
OK,2024-06-01,2024-06-30,183622,STS - Singtel Shop Comcentre,Accessories,STS - Assistant Manager
OK,2024-06-01,2024-06-30,798378,STS - Singtel Shop Comcentre,Handset,STS - Assistant Manager
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Comcentre,Combo RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,95,STS - Singtel Shop Comcentre,Mobile Share RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,239,STS - Singtel Shop Comcentre,SIM Only RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,109,STS - Singtel Shop Comcentre,Combo CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,52,STS - Singtel Shop Comcentre,Mobile Share CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Comcentre,SIM Only CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,558,STS - Singtel Shop Comcentre,Mobile RES Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,159,STS - Singtel Shop Comcentre,Mobile CIS Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Comcentre,FTTH GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,57,STS - Singtel Shop Comcentre,FTTH Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Comcentre,TV GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Comcentre,MBB Integrated GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,627,STS - Singtel Shop Comcentre,Prepaid GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,1381,STS - Singtel Shop Comcentre,Mobile Add On,STS - Technical Mgr
OK,2024-06-01,2024-06-30,632,STS - Singtel Shop Comcentre,SNBB Add On,STS - Technical Mgr
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Comcentre,TV App,STS - Technical Mgr
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Comcentre,TV Content,STS - Technical Mgr
OK,2024-06-01,2024-06-30,14337,STS - Singtel Shop Comcentre,Prepaid Revenue,STS - Technical Mgr
OK,2024-06-01,2024-06-30,183622,STS - Singtel Shop Comcentre,Accessories,STS - Technical Mgr
OK,2024-06-01,2024-06-30,798378,STS - Singtel Shop Comcentre,Handset,STS - Technical Mgr
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Comcentre,Combo RES GA,STS - Shop
OK,2024-06-01,2024-06-30,95,STS - Singtel Shop Comcentre,Mobile Share RES GA,STS - Shop
OK,2024-06-01,2024-06-30,239,STS - Singtel Shop Comcentre,SIM Only RES GA,STS - Shop
OK,2024-06-01,2024-06-30,109,STS - Singtel Shop Comcentre,Combo CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,52,STS - Singtel Shop Comcentre,Mobile Share CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Comcentre,SIM Only CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,558,STS - Singtel Shop Comcentre,Mobile RES Recon,STS - Shop
OK,2024-06-01,2024-06-30,159,STS - Singtel Shop Comcentre,Mobile CIS Recon,STS - Shop
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Comcentre,FTTH GA,STS - Shop
OK,2024-06-01,2024-06-30,57,STS - Singtel Shop Comcentre,FTTH Recon,STS - Shop
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Comcentre,TV GA,STS - Shop
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Comcentre,MBB Integrated GA,STS - Shop
OK,2024-06-01,2024-06-30,627,STS - Singtel Shop Comcentre,Prepaid GA,STS - Shop
OK,2024-06-01,2024-06-30,1381,STS - Singtel Shop Comcentre,Mobile Add On,STS - Shop
OK,2024-06-01,2024-06-30,632,STS - Singtel Shop Comcentre,SNBB Add On,STS - Shop
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Comcentre,TV App,STS - Shop
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Comcentre,TV Content,STS - Shop
OK,2024-06-01,2024-06-30,14337,STS - Singtel Shop Comcentre,Prepaid Revenue,STS - Shop
OK,2024-06-01,2024-06-30,183622,STS - Singtel Shop Comcentre,Accessories,STS - Shop
OK,2024-06-01,2024-06-30,798378,STS - Singtel Shop Comcentre,Handset,STS - Shop
OK,2024-06-01,2024-06-30,16,STS - Singtel Shop Causeway Point,Combo RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,6,STS - Singtel Shop Causeway Point,Mobile Share RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,12,STS - Singtel Shop Causeway Point,SIM Only RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,12,STS - Singtel Shop Causeway Point,Combo CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Causeway Point,Mobile Share CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,1,STS - Singtel Shop Causeway Point,SIM Only CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,41,STS - Singtel Shop Causeway Point,Mobile RES Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,12,STS - Singtel Shop Causeway Point,Mobile CIS Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,12,STS - Singtel Shop Causeway Point,FTTH GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Causeway Point,FTTH Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,7,STS - Singtel Shop Causeway Point,TV GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,2,STS - Singtel Shop Causeway Point,MBB Integrated GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,38,STS - Singtel Shop Causeway Point,Prepaid GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,92,STS - Singtel Shop Causeway Point,Mobile Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,49,STS - Singtel Shop Causeway Point,SNBB Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Causeway Point,TV App,STS - Retail Exec
OK,2024-06-01,2024-06-30,9,STS - Singtel Shop Causeway Point,TV Content,STS - Retail Exec
OK,2024-06-01,2024-06-30,12536,STS - Singtel Shop Causeway Point,Accessories,STS - Retail Exec
OK,2024-06-01,2024-06-30,54506,STS - Singtel Shop Causeway Point,Handset,STS - Retail Exec
OK,2024-06-01,2024-06-30,220,STS - Singtel Shop Causeway Point,Combo RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,79,STS - Singtel Shop Causeway Point,Mobile Share RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,160,STS - Singtel Shop Causeway Point,SIM Only RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,165,STS - Singtel Shop Causeway Point,Combo CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,42,STS - Singtel Shop Causeway Point,Mobile Share CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Causeway Point,SIM Only CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,551,STS - Singtel Shop Causeway Point,Mobile RES Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,158,STS - Singtel Shop Causeway Point,Mobile CIS Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,155,STS - Singtel Shop Causeway Point,FTTH GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,61,STS - Singtel Shop Causeway Point,FTTH Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,93,STS - Singtel Shop Causeway Point,TV GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Causeway Point,MBB Integrated GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,522,STS - Singtel Shop Causeway Point,Prepaid GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,1283,STS - Singtel Shop Causeway Point,Mobile Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,595,STS - Singtel Shop Causeway Point,SNBB Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,38,STS - Singtel Shop Causeway Point,TV App,STS - Store Mgr
OK,2024-06-01,2024-06-30,113,STS - Singtel Shop Causeway Point,TV Content,STS - Store Mgr
OK,2024-06-01,2024-06-30,11948,STS - Singtel Shop Causeway Point,Prepaid Revenue,STS - Store Mgr
OK,2024-06-01,2024-06-30,175500,STS - Singtel Shop Causeway Point,Accessories,STS - Store Mgr
OK,2024-06-01,2024-06-30,763060,STS - Singtel Shop Causeway Point,Handset,STS - Store Mgr
OK,2024-06-01,2024-06-30,220,STS - Singtel Shop Causeway Point,Combo RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,79,STS - Singtel Shop Causeway Point,Mobile Share RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,160,STS - Singtel Shop Causeway Point,SIM Only RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,165,STS - Singtel Shop Causeway Point,Combo CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,42,STS - Singtel Shop Causeway Point,Mobile Share CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Causeway Point,SIM Only CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,551,STS - Singtel Shop Causeway Point,Mobile RES Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,158,STS - Singtel Shop Causeway Point,Mobile CIS Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,155,STS - Singtel Shop Causeway Point,FTTH GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,61,STS - Singtel Shop Causeway Point,FTTH Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,93,STS - Singtel Shop Causeway Point,TV GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Causeway Point,MBB Integrated GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,522,STS - Singtel Shop Causeway Point,Prepaid GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,1283,STS - Singtel Shop Causeway Point,Mobile Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,595,STS - Singtel Shop Causeway Point,SNBB Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,38,STS - Singtel Shop Causeway Point,TV App,STS - Assistant Manager
OK,2024-06-01,2024-06-30,113,STS - Singtel Shop Causeway Point,TV Content,STS - Assistant Manager
OK,2024-06-01,2024-06-30,11948,STS - Singtel Shop Causeway Point,Prepaid Revenue,STS - Assistant Manager
OK,2024-06-01,2024-06-30,175500,STS - Singtel Shop Causeway Point,Accessories,STS - Assistant Manager
OK,2024-06-01,2024-06-30,763060,STS - Singtel Shop Causeway Point,Handset,STS - Assistant Manager
OK,2024-06-01,2024-06-30,220,STS - Singtel Shop Causeway Point,Combo RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,79,STS - Singtel Shop Causeway Point,Mobile Share RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,160,STS - Singtel Shop Causeway Point,SIM Only RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,165,STS - Singtel Shop Causeway Point,Combo CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,42,STS - Singtel Shop Causeway Point,Mobile Share CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Causeway Point,SIM Only CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,551,STS - Singtel Shop Causeway Point,Mobile RES Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,158,STS - Singtel Shop Causeway Point,Mobile CIS Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,155,STS - Singtel Shop Causeway Point,FTTH GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,61,STS - Singtel Shop Causeway Point,FTTH Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,93,STS - Singtel Shop Causeway Point,TV GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Causeway Point,MBB Integrated GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,522,STS - Singtel Shop Causeway Point,Prepaid GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,1283,STS - Singtel Shop Causeway Point,Mobile Add On,STS - Technical Mgr
OK,2024-06-01,2024-06-30,595,STS - Singtel Shop Causeway Point,SNBB Add On,STS - Technical Mgr
OK,2024-06-01,2024-06-30,38,STS - Singtel Shop Causeway Point,TV App,STS - Technical Mgr
OK,2024-06-01,2024-06-30,113,STS - Singtel Shop Causeway Point,TV Content,STS - Technical Mgr
OK,2024-06-01,2024-06-30,11948,STS - Singtel Shop Causeway Point,Prepaid Revenue,STS - Technical Mgr
OK,2024-06-01,2024-06-30,175500,STS - Singtel Shop Causeway Point,Accessories,STS - Technical Mgr
OK,2024-06-01,2024-06-30,763060,STS - Singtel Shop Causeway Point,Handset,STS - Technical Mgr
OK,2024-06-01,2024-06-30,220,STS - Singtel Shop Causeway Point,Combo RES GA,STS - Shop
OK,2024-06-01,2024-06-30,79,STS - Singtel Shop Causeway Point,Mobile Share RES GA,STS - Shop
OK,2024-06-01,2024-06-30,160,STS - Singtel Shop Causeway Point,SIM Only RES GA,STS - Shop
OK,2024-06-01,2024-06-30,165,STS - Singtel Shop Causeway Point,Combo CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,42,STS - Singtel Shop Causeway Point,Mobile Share CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Causeway Point,SIM Only CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,551,STS - Singtel Shop Causeway Point,Mobile RES Recon,STS - Shop
OK,2024-06-01,2024-06-30,158,STS - Singtel Shop Causeway Point,Mobile CIS Recon,STS - Shop
OK,2024-06-01,2024-06-30,155,STS - Singtel Shop Causeway Point,FTTH GA,STS - Shop
OK,2024-06-01,2024-06-30,61,STS - Singtel Shop Causeway Point,FTTH Recon,STS - Shop
OK,2024-06-01,2024-06-30,93,STS - Singtel Shop Causeway Point,TV GA,STS - Shop
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Causeway Point,MBB Integrated GA,STS - Shop
OK,2024-06-01,2024-06-30,522,STS - Singtel Shop Causeway Point,Prepaid GA,STS - Shop
OK,2024-06-01,2024-06-30,1283,STS - Singtel Shop Causeway Point,Mobile Add On,STS - Shop
OK,2024-06-01,2024-06-30,595,STS - Singtel Shop Causeway Point,SNBB Add On,STS - Shop
OK,2024-06-01,2024-06-30,38,STS - Singtel Shop Causeway Point,TV App,STS - Shop
OK,2024-06-01,2024-06-30,113,STS - Singtel Shop Causeway Point,TV Content,STS - Shop
OK,2024-06-01,2024-06-30,11948,STS - Singtel Shop Causeway Point,Prepaid Revenue,STS - Shop
OK,2024-06-01,2024-06-30,175500,STS - Singtel Shop Causeway Point,Accessories,STS - Shop
OK,2024-06-01,2024-06-30,763060,STS - Singtel Shop Causeway Point,Handset,STS - Shop
OK,2024-06-01,2024-06-30,15,STS - Singtel Shop Jurong Point,Combo RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,6,STS - Singtel Shop Jurong Point,Mobile Share RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,13,STS - Singtel Shop Jurong Point,SIM Only RES GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,8,STS - Singtel Shop Jurong Point,Combo CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,3,STS - Singtel Shop Jurong Point,Mobile Share CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,1,STS - Singtel Shop Jurong Point,SIM Only CIS GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,41,STS - Singtel Shop Jurong Point,Mobile RES Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,13,STS - Singtel Shop Jurong Point,Mobile CIS Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,11,STS - Singtel Shop Jurong Point,FTTH GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Jurong Point,FTTH Recon,STS - Retail Exec
OK,2024-06-01,2024-06-30,7,STS - Singtel Shop Jurong Point,TV GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,2,STS - Singtel Shop Jurong Point,MBB Integrated GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,42,STS - Singtel Shop Jurong Point,Prepaid GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,92,STS - Singtel Shop Jurong Point,Mobile Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,50,STS - Singtel Shop Jurong Point,SNBB Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Jurong Point,TV App,STS - Retail Exec
OK,2024-06-01,2024-06-30,9,STS - Singtel Shop Jurong Point,TV Content,STS - Retail Exec
OK,2024-06-01,2024-06-30,12047,STS - Singtel Shop Jurong Point,Accessories,STS - Retail Exec
OK,2024-06-01,2024-06-30,52377,STS - Singtel Shop Jurong Point,Handset,STS - Retail Exec
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Jurong Point,Combo RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,81,STS - Singtel Shop Jurong Point,Mobile Share RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,182,STS - Singtel Shop Jurong Point,SIM Only RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,119,STS - Singtel Shop Jurong Point,Combo CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,40,STS - Singtel Shop Jurong Point,Mobile Share CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Jurong Point,SIM Only CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,597,STS - Singtel Shop Jurong Point,Mobile RES Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,170,STS - Singtel Shop Jurong Point,Mobile CIS Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,164,STS - Singtel Shop Jurong Point,FTTH GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,70,STS - Singtel Shop Jurong Point,FTTH Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,99,STS - Singtel Shop Jurong Point,TV GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Jurong Point,MBB Integrated GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,627,STS - Singtel Shop Jurong Point,Prepaid GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,1350,STS - Singtel Shop Jurong Point,Mobile Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,665,STS - Singtel Shop Jurong Point,SNBB Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,41,STS - Singtel Shop Jurong Point,TV App,STS - Store Mgr
OK,2024-06-01,2024-06-30,120,STS - Singtel Shop Jurong Point,TV Content,STS - Store Mgr
OK,2024-06-01,2024-06-30,14337,STS - Singtel Shop Jurong Point,Prepaid Revenue,STS - Store Mgr
OK,2024-06-01,2024-06-30,180695,STS - Singtel Shop Jurong Point,Accessories,STS - Store Mgr
OK,2024-06-01,2024-06-30,785646,STS - Singtel Shop Jurong Point,Handset,STS - Store Mgr
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Jurong Point,Combo RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,81,STS - Singtel Shop Jurong Point,Mobile Share RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,182,STS - Singtel Shop Jurong Point,SIM Only RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,119,STS - Singtel Shop Jurong Point,Combo CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,40,STS - Singtel Shop Jurong Point,Mobile Share CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Jurong Point,SIM Only CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,597,STS - Singtel Shop Jurong Point,Mobile RES Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,170,STS - Singtel Shop Jurong Point,Mobile CIS Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,164,STS - Singtel Shop Jurong Point,FTTH GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,70,STS - Singtel Shop Jurong Point,FTTH Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,99,STS - Singtel Shop Jurong Point,TV GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Jurong Point,MBB Integrated GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,627,STS - Singtel Shop Jurong Point,Prepaid GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,1350,STS - Singtel Shop Jurong Point,Mobile Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,665,STS - Singtel Shop Jurong Point,SNBB Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,41,STS - Singtel Shop Jurong Point,TV App,STS - Assistant Manager
OK,2024-06-01,2024-06-30,120,STS - Singtel Shop Jurong Point,TV Content,STS - Assistant Manager
OK,2024-06-01,2024-06-30,14337,STS - Singtel Shop Jurong Point,Prepaid Revenue,STS - Assistant Manager
OK,2024-06-01,2024-06-30,180695,STS - Singtel Shop Jurong Point,Accessories,STS - Assistant Manager
OK,2024-06-01,2024-06-30,785646,STS - Singtel Shop Jurong Point,Handset,STS - Assistant Manager
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Jurong Point,Combo RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,81,STS - Singtel Shop Jurong Point,Mobile Share RES GA,STS - Technical Mgr
